route,dest
"0,1,1,28,4,1,4,14",c5-nem4-b
"0,1,4,1,4,1",c1-nem2-a
"0,1,13,7,7,13,28,13,1,14",b6-nem3-a
"0,1,28,7,1,28,4",a1-nem3-b
"0,1,10,7,28,7,3",b4-nem3-a
"0,1,1,28,1,7,13,1",a6-nem1-a
"0,1,28,1,7,12",a4-nem3-a
"0,1,13,7,7,10,28,10,7,35",c4-nem2-a
"0,1,13,7,28,13,17",rs835
"0,1,13,13,13,1,13",a5-nem1-b
"0,1,13,7,28,13,1,21",rs849
"0,1,1,28,10,10,1,28,13,28",a3-nem4-b
"0,1,10,4,28,1,28,15",b1-nem3-b
"0,1,28,4,10,9",a3-nem2-b
"0,1,10,7,28,7,7,28,15",c2-nem2-a
"0,1,10,10,28,1,28,7,7",b6-nem3-b
"0,1,28,13,1,7,28,10,11",a4-nem3-b
"0,1,28,4,2,8",a1-nem3-a
"0,1,28,13,1,13,28,11",a5-nem3-b
"0,1,28,4,4,4,1,28,4,13,5",c6-nem3-b
"0,1,1,28,4,13,7",a5-nem1-a
"0,1,10,4,28,1,4,10,4",d5-nem3-a
"0,1,13,7,7,7,1,10,6",b2-nem1-b
"0,1,28,13,19",rs1125
"0,1,28,7,1,10,28,10,17",rs1429
"0,1,7,1,13,19",rs1395
"0,1,10,7,7,1",b4-nem1-b
"0,1,28,7,1,7,7,30",c2-nem3-b
"0,1,1,28,7,1,13,26",rs1454
"0,1,1,7,10,7,34",b4-nem1-a
"0,1,28,4,2,13,28,4,4,32",d5-nem3-a
"0,1,7,1,13,35",a6-nem1-a
"0,1,4,4,1,28,13,4,34",d5-nem1-b
"0,1,1,28,4,1,4,34",c1-nem4-a
"0,1,7,1,10,28,10,1,28,25",rs1445
"0,1,7,7,7,1,10,28,10,1,28,24",rs1588
"0,1,28,7,1,10,19",rs847
"0,1,7,1,13,28,13,21",rs813
"0,1,28,7,1,28,13,7,7",c6-nem3-b
"0,1,4,4,4,1,13,18",rs1322
"0,1,13,7,28,13,1,7,10,8",c6-nem3-a
"0,1,1,28,13,1,7,10",a2-nem4-b
"0,1,13,13,1,28,1,13,15",a5-nem4-b
"0,1,28,4,4,4,4,1,5",c2-nem3-a
"0,1,15",a5-nem2-a
"0,1,4,4,4,1,10,28,10,21",rs1317
"0,1,1,28,1,28,1,30",a1-nem3-a
"0,1,1,28,1,28,7,35",a2-nem4-b
"0,1,28,7,7,7,1,35",c2-nem3-b
"0,1,28,4,2,13,28,17",rs1213
"0,1,10,10,7,7,28,26",rs1490
"0,1,10,10,7,1,7",b6-nem1-b
"0,1,7,7,13,7,29",c6-nem2-b
"0,1,28,4,10,1,28,1,7,7,3",a4-nem3-b
"0,1,28,4,10,10,4,15",c3-nem2-b
"0,1,28,7,1,28,13,13,7,1",b4-nem4-a
"0,1,4,1,13",b5-nem1-b
"0,1,28,1,36",a1-nem3-b
"0,1,10,10,7,7,28,7,1,7,28,1,16",rs1654
"0,1,10,4,28,1,28",b3-nem3-b
"0,1,28,4,10,1,28,9",a3-nem3-b
"0,1,1,28,4,13,1,9",a5-nem4-b
"0,1,28,7",a2-nem2-b
"0,1,28,4,4,4,4,13,1,5",c6-nem3-a
"0,1,4,1,10,4,36",c3-nem1-a
"0,1,1,28,4,1,4,4",d1-nem4-b
"0,1,28,10,1,4,15",b1-nem3-a
"0,1,7,7,1,28,1,4",a2-nem4-b
"0,1,28,10,7,35",a4-nem2-a
"0,1,4,1,4,4,4,28,10",d4-nem1-a
"0,1,10,35",a3-nem2-b
"0,1,7,7,8",c2-nem2-a
"0,1,1,28,10,1,7,15",a2-nem4-b
"0,1,1,28,7,1,13,28,1,4",a5-nem3-b
"0,1,28,4,2,13,28,25",rs1219
"0,1,1,28,7,1,7,28,1,12",b4-nem3-b
"0,1,13,13,1,28,7,7,7,13,15",c6-nem1-a
"0,1,7,1,10",a4-nem1-b
"0,1,28,7,1,28,13,1,4",a5-nem4-a
"0,1,28,7,7,7,2",c2-nem3-a
"0,1,13,7,7,7,28,13,13,1,4,15",b6-nem3-a
"0,1,28,4,10,32",b3-nem2-a
"0,1,4,1,10,4,32",c3-nem1-a
"0,1,10,10,28,1,7,15",a4-nem3-a
"0,1,4,4,1,28,10,1,28,25",rs725
"0,1,4,4,4,1,13,28,13,1,4,16",rs1086
"0,1,13,2",a5-nem1-b
"0,1,13,7,7,7,28,13,1,11",c6-nem3-a
"0,1,28,4,10,1,28,4,13",c1-nem3-b
"0,1,10,4,32",b3-nem2-b
"0,1,4,1,4,4,10,4,13",d2-nem1-b
"0,1,7,1,10,7,10,26",rs1472
"0,1,10,10,28,1,28,14",a3-nem3-b
"0,1,1,28,7,1,7,7,10,28,15",c2-nem4-a
"0,1,28,13,1,7,10,5",a1-nem3-a
"0,1,4,4,1,28,13,1,13,19",rs729
"0,1,13,4,4,1,7",b5-nem1-b
"0,1,1,7,10,28,9",b4-nem1-a
"0,1,4,1,4,28,12",c3-nem1-a
"0,1,28,4,4,12",c3-nem2-b
"0,1,13,13,1,28,7,7,7,12",c6-nem1-a
"0,1,10,7,7,1,7",c4-nem1-b
"0,1,28,4,2,13,28,1,21",rs1227
"0,1,1,28,7,1,7,10,7,28,1,4",b4-nem3-b
"0,1,28,7,1,7,7,10,7,10",d6-nem3-a
"0,1,28,7,1,7,28,17",rs361
"0,1,28,10,29",a3-nem2-a
"0,1,10,10,7,7,28,7,1,24",rs1570
"0,1,4,4,4,1,13,28,13,1,17",rs799
"0,1,1,7,10,28,10,1,28,13,8",b4-nem4-a
"0,1,1,28,4,1,10,7",a3-nem4-b
"0,1,1,28,7,1,7,10,35",b4-nem4-a
"0,1,4,1,13,28,9",a5-nem1-a
"0,1,4,1,10,1",b3-nem2-a
"0,1,28,7,1,13,7,13",b4-nem3-a
"0,1,1,28,1,13,31",a5-nem4-a
"0,1,28,7,1,7,7,10,6",b4-nem3-a
"0,1,28,4,2,13,28,1,8",a5-nem4-a
"0,1,28,10,33",a3-nem2-a
"0,1,13,7,28,13,1,14,13",a6-nem3-a
"0,1,13,13,28,24",rs552
"0,1,1,28,10,10,1,28,13,1",a3-nem3-b
"0,1,28,7,7,7,1,32",c2-nem3-b
"0,1,10,7,28,1",a4-nem3-a
"0,1,1,28,10,7,7,1,5",a4-nem4-b
"0,1,28,13,1,16",rs1132
"0,1,13,7,7,13,7,13,14",c6-nem2-a
"0,1,28,7,1,7,7,10,28,1",c4-nem4-a
"0,1,13,13,1,28,12",a5-nem1-a
"0,1,10,7,7,10,28,1,7",c6-nem3-a
"0,1,4,1,4,4,13,28,1,10",d1-nem4-b
"0,1,28,4,2,13,28,1,18",rs1224
"0,1,4,4,13,4,28,17",rs1339
"0,1,1,28,7,1,7,7,13,28,11",c2-nem4-a
"0,1,13,7,28,7,1,13,28,27",rs933
"0,1,10,10,28,1,28",a5-nem3-b
"0,1,4,4,1,28,13,17",rs1241
"0,1,1,7,10,28,10,1,28,13,34",a4-nem4-b
"0,1,4,10",b3-nem2-a
"0,1,10,10,7,7,1,28,7,15",c4-nem1-a
"0,1,28,4,4,10,29",c3-nem2-a
"0,1,1,28,1,13,2",a5-nem1-a
"0,1,28,4,2,13,28,4,1,35",c5-nem4-b
"0,1,7,7,1,28,7,7,1,9",d1-nem4-b
"0,1,1,28,10,1,28,7,35",a4-nem4-b
"0,1,7,7,28,7,1,13",c6-nem3-a
"0,1,28,13,1,4,28,1,4,10",c1-nem4-a
"0,1,13,4,28,4,1,24",rs1282
"0,1,10,32",a3-nem2-b
"0,1,10,4,28,10,1,18",rs1206
"0,1,10,10,4,16",rs1186
"0,1,1,28,7,1,7,2",b2-nem1-a
"0,1,1,7,13,5",a5-nem1-b
"0,1,28,13,1,4,28,4,1,34",c5-nem4-b
"0,1,1,28,7,1,13,3",a6-nem1-a
"0,1,28,10,1,4,28,14",b1-nem3-b
"0,1,28,10,7,32",a4-nem2-a
"0,1,1,28,7,1,7,7,1,13",c6-nem1-a
"0,1,10,10,28,15",a3-nem2-b
"0,1,28,1,7,14",a6-nem3-a
"0,1,1,28,1,8",a2-nem4-b
"0,1,1,7,10,7,15",b2-nem1-b
"0,1,1,28,10,10,1,28,13,7,8",b4-nem4-a
"0,1,13,13,7,7,28,7,1,7,28,19",rs1071
"0,1,1,7,10,28,7,8",c4-nem1-a
"0,1,28,13,1,4,28,1,4,30",c5-nem4-b
"0,1,28,1,28,7,25",rs305
"0,1,13,13,4,1,10",b5-nem1-b
"0,1,28,13,1,7,28,10,4",a1-nem3-b
"0,1,4,4,1,28,10,1,4,14",d1-nem4-b
"0,1,28,4,4,4,1,4,28,13,4",c6-nem3-b
"0,1,28,7,1,10,24",rs850
"0,1,4,1,4,4,4,28,13,4",c6-nem1-a
"0,1,1,28,1,14",a5-nem4-b
"0,1,28,13,1,70,1,13,13,1,11",a3-nem3-a
"0,1,1,28,10,10,1,28,13,33",a3-nem4-b
"0,1,1,28,4,1,4,35",c1-nem4-a
"0,1,4,1,4,4,10,4,15",d2-nem1-b
"0,1,28,4,2,4,28,10,21",rs713
"0,1,13,13,4,1,4,28,1,10",c5-nem4-b
"0,1,13,13,1,28,10",a5-nem1-a
"0,1,10,4,28,4,1,10,20",rs1280
"0,1,4,4,1,28,4,1",d1-nem4-b
"0,1,7,1,7",b2-nem1-b
"0,1,1,28,10,10,1,28,13,7,35",a4-nem4-b
"0,1,28,4,2,4,28,17",rs162
"0,1,28,13,32",a5-nem2-a
"0,1,7,7,7,7,10",d4-nem2-a
"0,1,1,28,4,1,10,4,1",c3-nem1-a
"0,1,13,13,7,7,28,7,25",rs985
"0,1,4,1,10,4,28",c3-nem1-a
"0,1,1,10",a3-nem1-b
"0,1,4,1,4,28,4,4,32",d2-nem1-b
"0,1,28,4,4,4,1,4,28,6",c2-nem3-b
"0,1,1,28,10,1",a3-nem4-b
"0,1,13,13,1,28,4,10",b5-nem1-a
"0,1,10,7,7,10,7,1,15",c4-nem1-b
"0,1,1,28,7,1,7,7,1,5",b2-nem1-a
"0,1,13,13,7,1,7,12",b6-nem1-b
"0,1,28,4,4,4,1,28,3",d1-nem4-a
"0,1,1,7,10,7,29",b4-nem1-a
"0,1,10,7,28,10",a6-nem2-b
"0,1,1,28,4,1,4,29",c1-nem4-a
"0,1,1,28,7,13",a6-nem1-a
"0,1,7,7,7,1,10,28,10,1,27",rs1599
"0,1,10,10,28,1",a5-nem3-a
"0,1,1,7,13,31",a6-nem1-a
"0,1,4,10,7",a3-nem2-a
"0,1,28,4,10,1,28,1,7,7,33",a4-nem4-b
"0,1,13,7,7,10,28,10,2",b4-nem3-a
"0,1,28,4,2,25",rs102
"0,1,13,7,7,10,28,10,7,28",c4-nem2-a
"0,1,13,7,28,7,1,13,28,7,10",c6-nem3-b
"0,1,4,1,13,4,17",rs1249
"0,1,1,28,4,13,34",b5-nem1-b
"0,1,1,28,7,1,7,7,10,28,1,15",c2-nem3-b
"0,1,1,28,7,1,7,10,7,28,6",b4-nem4-a
"0,1,28,4,4,4,4,4,30",c2-nem2-a
"0,1,28,4,10,1,28,1,7,29",a3-nem4-b
"0,1,13,13,28,13,15",a5-nem2-b
"0,1,10,10,7,7,7,1,13",c4-nem1-b
"0,1,4,1,10,28,10,1,28,25",rs1229
"0,1,28,4,2,13",b5-nem3-a
"0,1,1,7,10,28,7,1,10",b6-nem4-b
"0,1,1,28,10,1,10,24",rs1164
"0,1,4,4,1,28,13,4,29",d5-nem1-b
"0,1,13,7,1",a6-nem1-b
"0,1,28,4,4,4,1,4,28,1,7",d1-nem4-a
"0,1,10,7,7,10,28,1,13",b4-nem3-a
"0,1,13,13,7,21",rs831
"0,1,7,7,7,1,10,28,10,1,25",rs1597
"0,1,4,4,1,28,13,1,4,11",d1-nem4-b
"0,1,28,7,7,7,35",c2-nem2-a
"0,1,28,4,2,4,28,13,16",rs1284
"0,1,1,7,13,35",a6-nem1-a
"0,1,7,1,10,28,10,1,21",rs1451
"0,1,1,28,7,1,7,7,10,28,1,14",c2-nem3-b
"0,1,28,4,4,1,7",b1-nem3-a
"0,1,28,13,1,7,10,7,12",b4-nem3-a
"0,1,28,13,1,13,28,13,14",a5-nem3-b
"0,1,28,4,4,1,33",c1-nem3-b
"0,1,4,4,4,1,14",d5-nem1-b
"0,1,28,1,28,3",a1-nem4-a
"0,1,28,7,28",a2-nem2-a
"0,1,7,7,13,7,13",c4-nem2-a
"0,1,13,13,4,1,4,28,1,11",c5-nem4-b
"0,1,7,7,28,7,1,30",c2-nem3-b
"0,1,4,1,4,28,10",c3-nem1-a
"0,1,28,1,7,7",b2-nem3-a
"0,1,28,7,1,28",a2-nem3-b
"0,1,13,4,28,4,1,4,28,1,32",d5-nem4-b
"0,1,28,4,4,10,35",c3-nem2-a
"0,1,28,7,1,28,7,8",c2-nem3-b
"0,1,13,13,4,4,28,21",rs695
"0,1,13,13,1,28,1,4,4,10",c5-nem4-b
"0,1,1,28,1,35",a1-nem4-a
"0,1,28,13,33",a5-nem2-a
"0,1,28,7,7,7,1,14",c6-nem3-a
"0,1,1,28,4",b1-nem1-a
"0,1,1,28,4,13,1,4",c5-nem4-b
"0,1,7,1,10,28,7,1",b4-nem4-b
"0,1,28,13,1,4,28,4,4,1,12",d1-nem4-a
"0,1,28,7,1,13,28,13,27",rs861
"0,1,28,7,35",a2-nem2-a
"0,1,28,4,4,10",c3-nem2-b
"0,1,7,1,13,7,13,24",rs894
"0,1,1,28,4,13,1,8",a5-nem4-b
"0,1,7,7,13,7,13,17",rs971
"0,1,4,10,9",a3-nem2-a
"0,1,1,7,10,28,10,1,28,13,14",a2-nem4-a
"0,1,13,4,28,4,1,4,28,13,19",rs783
"0,1,13,4,28,4,1,4,28,1,28",d5-nem4-b
"0,1,4,4,1,28,4,2",d1-nem4-b
"0,1,13,4,4,4,28,4,1,4",c6-nem3-a
"0,1,13,13,7,1,7,28,7,12",c6-nem1-a
"0,1,1,7,10,28,7,1,6",a4-nem4-b
"0,1,10,10,28,1,28,7,7,15",b4-nem3-b
"0,1,1,28,4,1,28,4",c1-nem4-a
"0,1,10,10,4,4,28,14",c3-nem2-b
"0,1,28,7,1,7,7,13",c6-nem3-a
"0,1,28,4,4,4,1,28,4,13,4",c6-nem3-b
"0,1,10,7,28,19",rs837
"0,1,1,28,7,1,13,28,4",a5-nem4-a
"0,1,7,1,13,7,28,1",b6-nem4-b
"0,1,1,28,4,13,32",b5-nem1-b
"0,1,4,4,1,28,13,4,32",d5-nem1-b
"0,1,1,7,10,28,7",b4-nem1-a
"0,1,28,10,7,30",a4-nem2-a
"0,1,28,13,1,13,28,13,13",a5-nem3-b
"0,1,13,13,7,1,10",a6-nem1-b
"0,1,13,13,7,1,7,13,7,13",c6-nem1-b
"0,1,28,7,27",rs290
"0,1,7,7,1,28,1,5",a2-nem4-b
"0,1,1,28,10,1,28,7,7,1",b4-nem3-b
"0,1,28,4,4,4,1,13,28,1,10",d1-nem4-a
"0,1,13,13,28,26",rs554
"0,1,13,13,4,4,28,4,1,18",rs774
"0,1,1,28,7,1,28",a2-nem4-a
"0,1,28,13,1,7,10,7,11",b4-nem3-a
"0,1,28,4,2,13,28,9",a5-nem3-b
"0,1,4,1,10,4,10,28,14",c3-nem1-a
"0,1,28,7,1,28,10,36",a4-nem3-a
"0,1,28,7,1,28,10,10",a6-nem3-b
"0,1,28,4,4,10,28",c3-nem2-a
"0,1,1,28,1,28,7,31",a2-nem4-b
"0,1,1,28,10,10,1,14",a3-nem4-b
"0,1,7,1,10,5",a3-nem1-b
"0,1,10,10,7,1,7,28,15",b4-nem1-a
"0,1,13,7,11",a2-nem2-a
"0,1,13,4,28,4,21",rs1271
"0,1,28,4,10,1,28,1,7,7,15",a2-nem4-a
"0,1,28,1,28,10",a3-nem3-b
"0,1,1,7,10,28,10,1,28,13,30",a4-nem4-b
"0,1,10,7,14",a2-nem2-a
"0,1,13,7,7,7,1,13,28,11",c6-nem1-a
"0,1,10,7,28,10,1,7,28",b6-nem3-b
"0,1,1,28,7,18",rs262
"0,1,1,28,7,1,32",a2-nem4-a
"0,1,7,1,13,29",a6-nem1-a
"0,1,4,1,4,28,13,2",c5-nem4-b
"0,1,13,7,7,13,28,13,1,13",b6-nem3-a
"0,1,28,10,1,10,21",rs1137
"0,1,28,4,4,4,10,9",c3-nem2-b
"0,1,10,4,29",b3-nem2-b
"0,1,13,13,1,28,11",a5-nem1-a
"0,1,4,1,4,4,13,28,1,7",c5-nem4-b
"0,1,28,4,2,13,28,4,4,1,11",d1-nem4-a
"0,1,13,13,1,11",a5-nem1-b
"0,1,1,28,10,1,10,21",rs1163
"0,1,7,7,1,29",b2-nem1-a
"0,1,1,28,7,1,7,7,1,6",b2-nem1-a
"0,1,1,28,1,12",a3-nem4-b
"0,1,28,4,4,4,4,13,1,8",d5-nem3-a
"0,1,28,4,2,4,28,13,27",rs1293
"0,1,7,7,1,28,7,1,10,7,19",rs1089
"0,1,28,7,7,28,4",a2-nem2-a
"0,1,13,13,1,28,7,7,7,11",c6-nem1-a
"0,1,28,4,4,4,10,4,4,1,13",c2-nem3-a
"0,1,28,10,1,10,28,15",a3-nem3-b
"0,1,10,10,28",a5-nem2-b
"0,1,28,7,1,7,7,28",c2-nem3-b
"0,1,1,28,10,10,1,28,13,7,33",a4-nem4-b
"0,1,7,7,10,7,28",c4-nem2-b
"0,1,28,4,10,1,28,1,7,36",a3-nem4-b
"0,1,7,7,13,7,13,7,20",rs1046
"0,1,1,28,10,7,7,15",b2-nem1-a
"0,1,1,28,7,1,7,28,1,11",b4-nem3-b
"0,1,28,4,2,13,4,6",d5-nem3-a
"0,1,1,28,10,7,1",a4-nem4-b
"0,1,28,4,4,10,33",c3-nem2-a
"0,1,13,7,28,7,1,7,19",rs1567
"0,1,28,7,7,7,1,29",c2-nem3-b
"0,1,10,10,7,1,7,28,7,15",c4-nem1-a
"0,1,1,12",a3-nem1-b
"0,1,10,5",b3-nem2-a
"0,1,28,4,4,4,10,4,4,1,14",c2-nem3-a
"0,1,28,13,1,7,10,2",a2-nem2-b
"0,1,1,28,7,1,13,7,1,5",a6-nem1-a
"0,1,13,13,1,28,4,1,4,12",c5-nem4-b
"0,1,1,7,10,1,28,13",a2-nem2-b
"0,1,28,13,1,7,28,1,5",a5-nem4-a
"0,1,1,7,10,1,28,3",a4-nem3-a
"0,1,28,7,1,7,7,33",c2-nem3-b
"0,1,1,28,10,7,7,8",c4-nem1-a
"0,1,10,7,28,10,1,19",rs1423
"0,1,10,4,28,1,8",a3-nem3-a
"0,1,1,28,10,10,1,28,13,2",a3-nem3-b
"0,1,1,28,10,7,7,1,6",a4-nem4-b
"0,1,13,7,7,1,12",b2-nem1-b
"0,1,28,4,4,4,1,4,4",c2-nem3-a
"0,1,1,28,7,1,7,3",b2-nem1-a
"0,1,28,7,1,28,10,33",a4-nem3-a
"0,1,13,7,28,7,1,13,28,13,15",b6-nem3-b
"0,1,7,1,13,7",b6-nem1-b
"0,1,10,10,7,7,1,13,9",c4-nem1-b
"0,1,28,10,1,35",a3-nem3-b
"0,1,13,7,7,10,8",c2-nem2-a
"0,1,28,7,1,13,28,13,19",rs855
"0,1,1,7,13,4",a5-nem1-b
"0,1,7,1,13,28,13,1,28,17",rs863
"0,1,28,4,4,1,36",c1-nem3-b
"0,1,28,4,4,4,1,10,28,1,13",d1-nem4-a
"0,1,4,4,4,1,13,28,18",rs1314
"0,1,13,7,28,13,1,7,28,13,14",b6-nem3-b
"0,1,13,4,28,13",b3-nem2-b
"0,1,28,4,4,10,4,28,8",c3-nem2-a
"0,1,1,28,10,32",a3-nem1-b
"0,1,10,10,7,1,18",rs1394
"0,1,1,7,15",a6-nem1-b
"0,1,13,4,4,4,28,1",d5-nem3-a
"0,1,7,7,7,1,10,28,10,1,28,21",rs1587
"0,1,10,4,28,4,1,4,28,4,21",rs1073
"0,1,28,13,1,28",a5-nem3-b
"0,1,1,7,10,28,10,1,28,13,35",a4-nem4-b
"0,1,13,13,7,7,28,27",rs915
"0,1,4,4,1,28,4,1,14",d5-nem4-b
"0,1,10,10,4,13",b3-nem2-a
"0,1,28,7,1,28,10,7",b4-nem3-b
"0,1,4,1,13,4,13,4,4,20",rs1036
"0,1,10,10,7,7,28,16",rs1482
"0,1,13,7,7,10,9",c2-nem2-a
"0,1,10,10,1,18",rs1106
"0,1,4,1,10,4,10,4,18",rs1322
"0,1,1,28,10,1,9",a4-nem4-b
"0,1,28,4,4,4,1,28,8",c1-nem3-b
"0,1,1,28,7,1,7,10,7,28,1,5",b4-nem3-b
"0,1,28,13,1,7,28,6",a5-nem3-b
"0,1,13,7,7,7,1,34",c6-nem1-a
"0,1,1,28,7,1,7,28,1,8",c2-nem3-b
"0,1,13,13,13,14",a5-nem2-a
"0,1,28,10,1,34",a3-nem3-b
"0,1,28,4,4,4,1,10,4,28,4,15",c2-nem3-b
"0,1,28,13,1,30",a5-nem3-b
"0,1,28,4,2,13,17",rs1205
"0,1,28,10,1,4,28,15",b1-nem3-b
"0,1,7,7,7,1,13,7,9",d5-nem1-b
"0,1,13,4,4,10",c1-nem2-a
"0,1,13,13,28,13,13",a5-nem2-b
"0,1,28,13,1,7,28,7,8",c6-nem3-b
"0,1,28,4,4,1,28,7",b1-nem3-b
"0,1,13,13,7,1,7,13,7,14",c6-nem1-b
"0,1,28,4,4,4,1,28,4,1,5",c2-nem4-a
"0,1,28,4,4,4,4,1,6",c2-nem3-a
"0,1,4,1,4,4,10,28,9",c3-nem1-a
"0,1,28,4,4,4,1,9",c1-nem3-a
"0,1,13,4,28,4,1,4,28,1,11",d1-nem4-a
"0,1,28,4,4,4,10,4,4,34",c4-nem2-a
"0,1,10,4,28,4,1,4,28,4,24",rs1074
"0,1,7,7,7,1,13,28,13,1,18",rs1016
"0,1,28,4,4,4,4,4,2",c2-nem3-a
"0,1,28,4,2,13,28,18",rs1214
"0,1,1,28,1,28,7,34",a2-nem4-b
"0,1,28,7,7,7,7,28,6",c2-nem2-a
"0,1,28,7,1,28,13,1",a6-nem4-a
"0,1,28,13,1,13,16",rs556
"0,1,28,13,1,4,28,4,1,11",c1-nem4-a
"0,1,28,7,7,1",b2-nem3-a
"0,1,28,4,4,4,10,28,9",c3-nem2-a
"0,1,28,7,1,7,24",rs359
"0,1,7,7,1,28,10,1,10,17",rs1519
"0,1,28,13,1,7,28,7,9",c6-nem3-b
"0,1,1,10,3",a3-nem2-a
"0,1,4,4,4,1,15",d5-nem1-b
"0,1,4,4,1,28,13,4,2",d5-nem4-b
"0,1,28,4,2,4,28,4,3",d1-nem4-a
"0,1,13,7,7,7,7,1,12",d2-nem1-b
"0,1,4,1,10,4,35",c3-nem1-a
"0,1,7,7,13,7,28,7,1,24",rs1642
"0,1,28,10,1,4,14",b1-nem3-a
"0,1,1,28,7,1,7,7,13,28,3",c6-nem3-b
"0,1,1,28,10,10,1,28,13,35",a3-nem4-b
"0,1,1,7,2",a2-nem2-a
"0,1,4,1,4,4,1,7",c1-nem2-a
"0,1,1,7,10,28,7,14",b2-nem1-a
"0,1,13,13,13,4,4,14",c5-nem2-a
"0,1,1,28,7,1,7,10,10,28,13",b4-nem4-a
"0,1,1,28,1,28,1,34",a1-nem3-a
"0,1,28,4,2,10,28,10,24",rs1218
"0,1,13,7,28,7,16",rs1482
"0,1,13,13,7,7,28,7,1,7,28,1,16",rs1078
"0,1,10,10,7,7,28",b6-nem2-b
"0,1,7,7,28,7,1,29",c2-nem3-b
"0,1,13,13,7,7,28,7,1,7,25",rs1067
"0,1,7,1,13,32",a6-nem1-a
"0,1,28,7,1,13,7,28,9",c6-nem3-b
"0,1,1,28,10,10,1,28,13,15",a1-nem4-a
"0,1,1,7,10,1,6",a3-nem2-a
"0,1,1,28,7,1,13,16",rs1446
"0,1,28,10,4",b3-nem2-b
"0,1,28,4,10,1,4,14",c1-nem3-a
"0,1,1,28,7,1,13,28,12",a2-nem4-a
"0,1,28,4,4,29",c1-nem2-a
"0,1,13,7,7,10,28,6",a2-nem2-b
"0,1,1,28,4,13,29",b5-nem1-b
"0,1,7,1,10,28,3",a4-nem4-b
"0,1,28,7,7,7",c2-nem2-b
"0,1,13,4,28,4,1,4,28,1,31",d5-nem4-b
"0,1,1,28,4,1,13,1",b5-nem1-a
"0,1,10,7,7,7,28,10",c6-nem2-b
"0,1,28,4,10,29",b3-nem2-a
"0,1,10,34",a3-nem2-b
"0,1,28,4,4,4,4,4,36",c2-nem2-a
"0,1,10,10,7,7,1,13,14",b2-nem1-b
"0,1,13,7,7,10,28,10,7,32",c4-nem2-a
"0,1,10,7,7,7,14",c2-nem2-a
"0,1,4,4,13,4,3",d5-nem1-b
"0,1,4,1,4,28,4,3",d1-nem4-b
"0,1,10,10,1,28",a5-nem1-a
"0,1,28,7,1,7,10",b4-nem3-a
"0,1,28,13,1,4,28,1,4,34",c5-nem4-b
"0,1,28,13,1,4,12",b1-nem3-a
"0,1,13,7,7,1,28,1",b6-nem4-b
"0,1,1,28,7,1,7,13,2",b6-nem1-a
"0,1,10,4,28,1,28,4,13",c1-nem3-b
"0,1,4,4,1,28,4,1,24",rs256
"0,1,4,4,1,28,13,1,13,4,11",d5-nem4-b
"0,1,10,10,28,1,28,13",a3-nem3-b
"0,1,10,4,4",c3-nem2-a
"0,1,1,28,7,1,12",a4-nem4-b
"0,1,10,7,7,1,30",b4-nem1-a
"0,1,1,28,4,20",rs68
"0,1,28,7,1,13,28,1,18",rs1440
"0,1,4,4,4,1,13,28,13,1,28,19",rs793
"0,1,10,10,7,7,28,7,1,7,28,26",rs1652
"0,1,28,1,34",a1-nem3-b
"0,1,7,7,1,28",b2-nem1-a
"0,1,28,4,10,35",b3-nem2-a
"0,1,7,7,10,7,28,7,21",rs1055
"0,1,13,13,1,28",a3-nem1-a
"0,1,28,7,7,1,8",c2-nem3-a
"0,1,28,4,10,1,7",a3-nem3-a
"0,1,7,7,7,1,11",c4-nem1-b
"0,1,28,4,10,1,28,1,7,7,9",b4-nem4-a
"0,1,28,4,4,1,28,13",c5-nem3-b
"0,1,28,10,1,4,28,7",a3-nem3-b
"0,1,28,4,4,10,36",c3-nem2-a
"0,1,28,13,1,7,10,12",a4-nem3-a
"0,1,28,13,1,7,10,7,8",c2-nem3-a
"0,1,1,28,7,1,13,7,28,7,1",c6-nem3-b
"0,1,1,28,7,1,7,10,3",b4-nem1-a
"0,1,28,4,2,4,28,1,25",rs177
"0,1,7,7,7,1,13,28,13,1,28,16",rs1006
"0,1,4,1,10,28,6",c3-nem1-a
"0,1,1,28,4,13,4,1",c5-nem4-b
"0,1,28,7,7,7,31",c2-nem2-a
"0,1,10,10,1,28,7",a6-nem1-a
"0,1,28,4,4,4,1,4,10,4,4",b4-nem3-a
"0,1,28,4,4,4,1,28,4,6",c2-nem3-b
"0,1,7,7,7,1,10,28,10,7,21",rs1605
"0,1,28,13,1,4,4,12",c1-nem3-a
"0,1,1,28,7,1,13,7,2",b6-nem1-a
"0,1,1,28,4,1,13,6",c5-nem4-b
"0,1,1,28,7,1,7,7,10,2",c4-nem1-a
"0,1,1,28,10,29",a3-nem1-b
"0,1,1,28,7,1,7,10,31",b4-nem4-a
"0,1,28,13,1,4,28,1,4,12",c1-nem4-a
"0,1,7,1,10,7,9",c4-nem1-b
"0,1,13,13,7,1,7,28,7,11",c6-nem1-a
"0,1,28,4,10,5",c3-nem2-b
"0,1,1,28,7,1,10,17",rs871
"0,1,28,4,10,1,14",b1-nem3-a
"0,1,1,28,4,1,10,4,4,15",d1-nem4-b
"0,1,7,7,7,7,13",d6-nem2-a
"0,1,1,7,10,28,10,1,28,7,1,14",b4-nem3-b
"0,1,10,10,7,7,28,7,1",c6-nem3-a
"0,1,1,28,7,1,7,7,10,28,13",c2-nem4-a
