host,row,col,rack,shelf,slot,x,y,z,section,ibport,partner,bootnode
rs1778,b,7,b7,2,11,2,1,3,3,26,rs1779,boot5
rs1778-sp,b,7,b7,2,11,2,1,3,3,26,rs1779,boot5
rs1779,b,7,b7,2,11,2,1,3,3,27,rs1778,boot5
rs1779-sp,b,7,b7,2,11,2,1,3,3,27,rs1778,boot5
rs178,c,1,c1,4,6,0,2,7,1,16,rs179,boot8
rs178-sp,c,1,c1,4,6,0,2,7,1,16,rs179,boot8
rs1780,b,7,b7,3,0,2,1,4,3,16,rs1781,boot2
rs1780-sp,b,7,b7,3,0,2,1,4,3,16,rs1781,boot2
rs1781,b,7,b7,3,0,2,1,4,3,17,rs1780,boot2
rs1781-sp,b,7,b7,3,0,2,1,4,3,17,rs1780,boot2
rs1782,b,7,b7,3,1,2,1,4,3,18,rs1783,boot2
rs1782-sp,b,7,b7,3,1,2,1,4,3,18,rs1783,boot2
rs1783,b,7,b7,3,1,2,1,4,3,19,rs1782,boot2
rs1783-sp,b,7,b7,3,1,2,1,4,3,19,rs1782,boot2
rs1784,b,7,b7,3,2,2,1,4,3,20,rs1785,boot2
rs1784-sp,b,7,b7,3,2,2,1,4,3,20,rs1785,boot2
rs1785,b,7,b7,3,2,2,1,4,3,21,rs1784,boot2
rs1785-sp,b,7,b7,3,2,2,1,4,3,21,rs1784,boot2
rs1786,b,7,b7,3,4,2,1,4,3,24,rs1787,boot2
rs1786-sp,b,7,b7,3,4,2,1,4,3,24,rs1787,boot2
rs1787,b,7,b7,3,4,2,1,4,3,25,rs1786,boot2
rs1787-sp,b,7,b7,3,4,2,1,4,3,25,rs1786,boot2
rs1788,b,7,b7,3,6,2,1,5,3,16,rs1789,boot4
rs1788-sp,b,7,b7,3,6,2,1,5,3,16,rs1789,boot4
rs1789,b,7,b7,3,6,2,1,5,3,17,rs1788,boot4
rs1789-sp,b,7,b7,3,6,2,1,5,3,17,rs1788,boot4
rs179,c,1,c1,4,6,0,2,7,1,17,rs178,boot8
rs179-sp,c,1,c1,4,6,0,2,7,1,17,rs178,boot8
rs1790,b,7,b7,3,7,2,1,5,3,18,rs1791,boot4
rs1790-sp,b,7,b7,3,7,2,1,5,3,18,rs1791,boot4
rs1791,b,7,b7,3,7,2,1,5,3,19,rs1790,boot4
rs1791-sp,b,7,b7,3,7,2,1,5,3,19,rs1790,boot4
rs1792,b,7,b7,3,8,2,1,5,3,20,rs1793,boot4
rs1792-sp,b,7,b7,3,8,2,1,5,3,20,rs1793,boot4
rs1793,b,7,b7,3,8,2,1,5,3,21,rs1792,boot4
rs1793-sp,b,7,b7,3,8,2,1,5,3,21,rs1792,boot4
rs1794,b,7,b7,3,10,2,1,5,3,24,rs1795,boot4
rs1794-sp,b,7,b7,3,10,2,1,5,3,24,rs1795,boot4
rs1795,b,7,b7,3,10,2,1,5,3,25,rs1794,boot4
rs1795-sp,b,7,b7,3,10,2,1,5,3,25,rs1794,boot4
rs1796,b,7,b7,3,11,2,1,5,3,26,rs1797,boot4
rs1796-sp,b,7,b7,3,11,2,1,5,3,26,rs1797,boot4
rs1797,b,7,b7,3,11,2,1,5,3,27,rs1796,boot4
rs1797-sp,b,7,b7,3,11,2,1,5,3,27,rs1796,boot4
rs1798,b,7,b7,4,0,2,1,6,3,16,rs1799,boot3
rs1798-sp,b,7,b7,4,0,2,1,6,3,16,rs1799,boot3
rs1799,b,7,b7,4,0,2,1,6,3,17,rs1798,boot3
rs1799-sp,b,7,b7,4,0,2,1,6,3,17,rs1798,boot3
rs18,a,1,a1,2,1,0,0,2,1,18,rs19,boot7
rs18-sp,a,1,a1,2,1,0,0,2,1,18,rs19,boot7
rs180,c,1,c1,4,7,0,2,7,1,18,rs181,boot8
rs180-sp,c,1,c1,4,7,0,2,7,1,18,rs181,boot8
rs1800,b,7,b7,4,1,2,1,6,3,18,rs1801,boot3
rs1800-sp,b,7,b7,4,1,2,1,6,3,18,rs1801,boot3
rs1801,b,7,b7,4,1,2,1,6,3,19,rs1800,boot3
rs1801-sp,b,7,b7,4,1,2,1,6,3,19,rs1800,boot3
rs1802,b,7,b7,4,2,2,1,6,3,20,rs1803,boot3
rs1802-sp,b,7,b7,4,2,2,1,6,3,20,rs1803,boot3
rs1803,b,7,b7,4,2,2,1,6,3,21,rs1802,boot3
rs1803-sp,b,7,b7,4,2,2,1,6,3,21,rs1802,boot3
rs1804,b,7,b7,4,4,2,1,6,3,24,rs1805,boot3
rs1804-sp,b,7,b7,4,4,2,1,6,3,24,rs1805,boot3
rs1805,b,7,b7,4,4,2,1,6,3,25,rs1804,boot3
rs1805-sp,b,7,b7,4,4,2,1,6,3,25,rs1804,boot3
rs1806,b,7,b7,4,6,2,1,7,3,16,rs1807,boot8
rs1806-sp,b,7,b7,4,6,2,1,7,3,16,rs1807,boot8
rs1807,b,7,b7,4,6,2,1,7,3,17,rs1806,boot8
rs1807-sp,b,7,b7,4,6,2,1,7,3,17,rs1806,boot8
rs1808,b,7,b7,4,7,2,1,7,3,18,rs1809,boot8
rs1808-sp,b,7,b7,4,7,2,1,7,3,18,rs1809,boot8
rs1809,b,7,b7,4,7,2,1,7,3,19,rs1808,boot8
rs1809-sp,b,7,b7,4,7,2,1,7,3,19,rs1808,boot8
rs181,c,1,c1,4,7,0,2,7,1,19,rs180,boot8
rs181-sp,c,1,c1,4,7,0,2,7,1,19,rs180,boot8
rs1810,b,7,b7,4,8,2,1,7,3,20,rs1811,boot8
rs1810-sp,b,7,b7,4,8,2,1,7,3,20,rs1811,boot8
rs1811,b,7,b7,4,8,2,1,7,3,21,rs1810,boot8
rs1811-sp,b,7,b7,4,8,2,1,7,3,21,rs1810,boot8
rs1812,b,7,b7,4,10,2,1,7,3,24,rs1813,boot8
rs1812-sp,b,7,b7,4,10,2,1,7,3,24,rs1813,boot8
rs1813,b,7,b7,4,10,2,1,7,3,25,rs1812,boot8
rs1813-sp,b,7,b7,4,10,2,1,7,3,25,rs1812,boot8
rs1814,b,7,b7,4,11,2,1,7,3,26,rs1815,boot8
rs1814-sp,b,7,b7,4,11,2,1,7,3,26,rs1815,boot8
rs1815,b,7,b7,4,11,2,1,7,3,27,rs1814,boot8
rs1815-sp,b,7,b7,4,11,2,1,7,3,27,rs1814,boot8
rs1816,c,7,c7,1,0,2,2,0,3,16,rs1817,boot6
rs1816-sp,c,7,c7,1,0,2,2,0,3,16,rs1817,boot6
rs1817,c,7,c7,1,0,2,2,0,3,17,rs1816,boot6
rs1817-sp,c,7,c7,1,0,2,2,0,3,17,rs1816,boot6
rs1818,c,7,c7,1,1,2,2,0,3,18,rs1819,boot6
rs1818-sp,c,7,c7,1,1,2,2,0,3,18,rs1819,boot6
rs1819,c,7,c7,1,1,2,2,0,3,19,rs1818,boot6
rs1819-sp,c,7,c7,1,1,2,2,0,3,19,rs1818,boot6
rs182,c,1,c1,4,8,0,2,7,1,20,rs183,boot8
rs182-sp,c,1,c1,4,8,0,2,7,1,20,rs183,boot8
rs1820,c,7,c7,1,2,2,2,0,3,20,rs1821,boot6
rs1820-sp,c,7,c7,1,2,2,2,0,3,20,rs1821,boot6
rs1821,c,7,c7,1,2,2,2,0,3,21,rs1820,boot6
rs1821-sp,c,7,c7,1,2,2,2,0,3,21,rs1820,boot6
rs1822,c,7,c7,1,4,2,2,0,3,24,rs1823,boot6
rs1822-sp,c,7,c7,1,4,2,2,0,3,24,rs1823,boot6
rs1823,c,7,c7,1,4,2,2,0,3,25,rs1822,boot6
rs1823-sp,c,7,c7,1,4,2,2,0,3,25,rs1822,boot6
rs1824,c,7,c7,1,6,2,2,1,3,16,rs1825,boot1
rs1824-sp,c,7,c7,1,6,2,2,1,3,16,rs1825,boot1
rs1825,c,7,c7,1,6,2,2,1,3,17,rs1824,boot1
rs1825-sp,c,7,c7,1,6,2,2,1,3,17,rs1824,boot1
rs1826,c,7,c7,1,7,2,2,1,3,18,rs1827,boot1
rs1826-sp,c,7,c7,1,7,2,2,1,3,18,rs1827,boot1
rs1827,c,7,c7,1,7,2,2,1,3,19,rs1826,boot1
rs1827-sp,c,7,c7,1,7,2,2,1,3,19,rs1826,boot1
rs1828,c,7,c7,1,8,2,2,1,3,20,rs1829,boot1
rs1828-sp,c,7,c7,1,8,2,2,1,3,20,rs1829,boot1
rs1829,c,7,c7,1,8,2,2,1,3,21,rs1828,boot1
rs1829-sp,c,7,c7,1,8,2,2,1,3,21,rs1828,boot1
rs183,c,1,c1,4,8,0,2,7,1,21,rs182,boot8
rs183-sp,c,1,c1,4,8,0,2,7,1,21,rs182,boot8
rs1830,c,7,c7,1,10,2,2,1,3,24,rs1831,boot1
rs1830-sp,c,7,c7,1,10,2,2,1,3,24,rs1831,boot1
rs1831,c,7,c7,1,10,2,2,1,3,25,rs1830,boot1
rs1831-sp,c,7,c7,1,10,2,2,1,3,25,rs1830,boot1
rs1832,c,7,c7,1,11,2,2,1,3,26,rs1833,boot1
rs1832-sp,c,7,c7,1,11,2,2,1,3,26,rs1833,boot1
rs1833,c,7,c7,1,11,2,2,1,3,27,rs1832,boot1
rs1833-sp,c,7,c7,1,11,2,2,1,3,27,rs1832,boot1
rs1834,c,7,c7,2,0,2,2,2,3,16,rs1835,boot7
rs1834-sp,c,7,c7,2,0,2,2,2,3,16,rs1835,boot7
rs1835,c,7,c7,2,0,2,2,2,3,17,rs1834,boot7
rs1835-sp,c,7,c7,2,0,2,2,2,3,17,rs1834,boot7
rs1836,c,7,c7,2,1,2,2,2,3,18,rs1837,boot7
rs1836-sp,c,7,c7,2,1,2,2,2,3,18,rs1837,boot7
rs1837,c,7,c7,2,1,2,2,2,3,19,rs1836,boot7
rs1837-sp,c,7,c7,2,1,2,2,2,3,19,rs1836,boot7
rs1838,c,7,c7,2,2,2,2,2,3,20,rs1839,boot7
rs1838-sp,c,7,c7,2,2,2,2,2,3,20,rs1839,boot7
rs1839,c,7,c7,2,2,2,2,2,3,21,rs1838,boot7
rs1839-sp,c,7,c7,2,2,2,2,2,3,21,rs1838,boot7
rs184,c,1,c1,4,10,0,2,7,1,24,rs185,boot8
rs184-sp,c,1,c1,4,10,0,2,7,1,24,rs185,boot8
rs1840,c,7,c7,2,4,2,2,2,3,24,rs1841,boot7
rs1840-sp,c,7,c7,2,4,2,2,2,3,24,rs1841,boot7
rs1841,c,7,c7,2,4,2,2,2,3,25,rs1840,boot7
rs1841-sp,c,7,c7,2,4,2,2,2,3,25,rs1840,boot7
rs1842,c,7,c7,2,6,2,2,3,3,16,rs1843,boot5
rs1842-sp,c,7,c7,2,6,2,2,3,3,16,rs1843,boot5
rs1843,c,7,c7,2,6,2,2,3,3,17,rs1842,boot5
rs1843-sp,c,7,c7,2,6,2,2,3,3,17,rs1842,boot5
rs1844,c,7,c7,2,7,2,2,3,3,18,rs1845,boot5
rs1844-sp,c,7,c7,2,7,2,2,3,3,18,rs1845,boot5
rs1845,c,7,c7,2,7,2,2,3,3,19,rs1844,boot5
rs1845-sp,c,7,c7,2,7,2,2,3,3,19,rs1844,boot5
rs1846,c,7,c7,2,8,2,2,3,3,20,rs1847,boot5
rs1846-sp,c,7,c7,2,8,2,2,3,3,20,rs1847,boot5
rs1847,c,7,c7,2,8,2,2,3,3,21,rs1846,boot5
rs1847-sp,c,7,c7,2,8,2,2,3,3,21,rs1846,boot5
rs1848,c,7,c7,2,10,2,2,3,3,24,rs1849,boot5
rs1848-sp,c,7,c7,2,10,2,2,3,3,24,rs1849,boot5
rs1849,c,7,c7,2,10,2,2,3,3,25,rs1848,boot5
rs1849-sp,c,7,c7,2,10,2,2,3,3,25,rs1848,boot5
rs185,c,1,c1,4,10,0,2,7,1,25,rs184,boot8
rs185-sp,c,1,c1,4,10,0,2,7,1,25,rs184,boot8
rs1850,c,7,c7,2,11,2,2,3,3,26,rs1851,boot5
rs1850-sp,c,7,c7,2,11,2,2,3,3,26,rs1851,boot5
rs1851,c,7,c7,2,11,2,2,3,3,27,rs1850,boot5
rs1851-sp,c,7,c7,2,11,2,2,3,3,27,rs1850,boot5
rs1852,c,7,c7,3,0,2,2,4,3,16,rs1853,boot2
rs1852-sp,c,7,c7,3,0,2,2,4,3,16,rs1853,boot2
rs1853,c,7,c7,3,0,2,2,4,3,17,rs1852,boot2
rs1853-sp,c,7,c7,3,0,2,2,4,3,17,rs1852,boot2
rs1854,c,7,c7,3,1,2,2,4,3,18,rs1855,boot2
rs1854-sp,c,7,c7,3,1,2,2,4,3,18,rs1855,boot2
rs1855,c,7,c7,3,1,2,2,4,3,19,rs1854,boot2
rs1855-sp,c,7,c7,3,1,2,2,4,3,19,rs1854,boot2
rs1856,c,7,c7,3,2,2,2,4,3,20,rs1857,boot2
rs1856-sp,c,7,c7,3,2,2,2,4,3,20,rs1857,boot2
rs1857,c,7,c7,3,2,2,2,4,3,21,rs1856,boot2
rs1857-sp,c,7,c7,3,2,2,2,4,3,21,rs1856,boot2
rs1858,c,7,c7,3,4,2,2,4,3,24,rs1859,boot2
rs1858-sp,c,7,c7,3,4,2,2,4,3,24,rs1859,boot2
rs1859,c,7,c7,3,4,2,2,4,3,25,rs1858,boot2
rs1859-sp,c,7,c7,3,4,2,2,4,3,25,rs1858,boot2
rs186,c,1,c1,4,11,0,2,7,1,26,rs187,boot8
rs186-sp,c,1,c1,4,11,0,2,7,1,26,rs187,boot8
rs1860,c,7,c7,3,6,2,2,5,3,16,rs1861,boot4
rs1860-sp,c,7,c7,3,6,2,2,5,3,16,rs1861,boot4
rs1861,c,7,c7,3,6,2,2,5,3,17,rs1860,boot4
rs1861-sp,c,7,c7,3,6,2,2,5,3,17,rs1860,boot4
rs1862,c,7,c7,3,7,2,2,5,3,18,rs1863,boot4
rs1862-sp,c,7,c7,3,7,2,2,5,3,18,rs1863,boot4
rs1863,c,7,c7,3,7,2,2,5,3,19,rs1862,boot4
rs1863-sp,c,7,c7,3,7,2,2,5,3,19,rs1862,boot4
rs1864,c,7,c7,3,8,2,2,5,3,20,rs1865,boot4
rs1864-sp,c,7,c7,3,8,2,2,5,3,20,rs1865,boot4
rs1865,c,7,c7,3,8,2,2,5,3,21,rs1864,boot4
rs1865-sp,c,7,c7,3,8,2,2,5,3,21,rs1864,boot4
rs1866,c,7,c7,3,10,2,2,5,3,24,rs1867,boot4
rs1866-sp,c,7,c7,3,10,2,2,5,3,24,rs1867,boot4
rs1867,c,7,c7,3,10,2,2,5,3,25,rs1866,boot4
rs1867-sp,c,7,c7,3,10,2,2,5,3,25,rs1866,boot4
rs1868,c,7,c7,3,11,2,2,5,3,26,rs1869,boot4
rs1868-sp,c,7,c7,3,11,2,2,5,3,26,rs1869,boot4
rs1869,c,7,c7,3,11,2,2,5,3,27,rs1868,boot4
rs1869-sp,c,7,c7,3,11,2,2,5,3,27,rs1868,boot4
rs187,c,1,c1,4,11,0,2,7,1,27,rs186,boot8
rs187-sp,c,1,c1,4,11,0,2,7,1,27,rs186,boot8
rs1870,c,7,c7,4,0,2,2,6,3,16,rs1871,boot3
rs1870-sp,c,7,c7,4,0,2,2,6,3,16,rs1871,boot3
rs1871,c,7,c7,4,0,2,2,6,3,17,rs1870,boot3
rs1871-sp,c,7,c7,4,0,2,2,6,3,17,rs1870,boot3
rs1872,c,7,c7,4,1,2,2,6,3,18,rs1873,boot3
rs1872-sp,c,7,c7,4,1,2,2,6,3,18,rs1873,boot3
rs1873,c,7,c7,4,1,2,2,6,3,19,rs1872,boot3
rs1873-sp,c,7,c7,4,1,2,2,6,3,19,rs1872,boot3
rs1874,c,7,c7,4,2,2,2,6,3,20,rs1875,boot3
rs1874-sp,c,7,c7,4,2,2,2,6,3,20,rs1875,boot3
rs1875,c,7,c7,4,2,2,2,6,3,21,rs1874,boot3
rs1875-sp,c,7,c7,4,2,2,2,6,3,21,rs1874,boot3
rs1876,c,7,c7,4,4,2,2,6,3,24,rs1877,boot3
rs1876-sp,c,7,c7,4,4,2,2,6,3,24,rs1877,boot3
rs1877,c,7,c7,4,4,2,2,6,3,25,rs1876,boot3
rs1877-sp,c,7,c7,4,4,2,2,6,3,25,rs1876,boot3
rs1878,c,7,c7,4,6,2,2,7,3,16,rs1879,boot8
rs1878-sp,c,7,c7,4,6,2,2,7,3,16,rs1879,boot8
rs1879,c,7,c7,4,6,2,2,7,3,17,rs1878,boot8
rs1879-sp,c,7,c7,4,6,2,2,7,3,17,rs1878,boot8
rs188,d,1,d1,1,0,0,3,0,1,16,rs189,boot6
rs188-sp,d,1,d1,1,0,0,3,0,1,16,rs189,boot6
rs1880,c,7,c7,4,7,2,2,7,3,18,rs1881,boot8
rs1880-sp,c,7,c7,4,7,2,2,7,3,18,rs1881,boot8
rs1881,c,7,c7,4,7,2,2,7,3,19,rs1880,boot8
rs1881-sp,c,7,c7,4,7,2,2,7,3,19,rs1880,boot8
rs1882,c,7,c7,4,8,2,2,7,3,20,rs1883,boot8
rs1882-sp,c,7,c7,4,8,2,2,7,3,20,rs1883,boot8
rs1883,c,7,c7,4,8,2,2,7,3,21,rs1882,boot8
rs1883-sp,c,7,c7,4,8,2,2,7,3,21,rs1882,boot8
rs1884,c,7,c7,4,10,2,2,7,3,24,rs1885,boot8
rs1884-sp,c,7,c7,4,10,2,2,7,3,24,rs1885,boot8
rs1885,c,7,c7,4,10,2,2,7,3,25,rs1884,boot8
rs1885-sp,c,7,c7,4,10,2,2,7,3,25,rs1884,boot8
rs1886,c,7,c7,4,11,2,2,7,3,26,rs1887,boot8
rs1886-sp,c,7,c7,4,11,2,2,7,3,26,rs1887,boot8
rs1887,c,7,c7,4,11,2,2,7,3,27,rs1886,boot8
rs1887-sp,c,7,c7,4,11,2,2,7,3,27,rs1886,boot8
rs1888,d,7,d7,1,0,2,3,0,3,16,rs1889,boot6
rs1888-sp,d,7,d7,1,0,2,3,0,3,16,rs1889,boot6
rs1889,d,7,d7,1,0,2,3,0,3,17,rs1888,boot6
rs1889-sp,d,7,d7,1,0,2,3,0,3,17,rs1888,boot6
rs189,d,1,d1,1,0,0,3,0,1,17,rs188,boot6
rs189-sp,d,1,d1,1,0,0,3,0,1,17,rs188,boot6
rs1890,d,7,d7,1,1,2,3,0,3,18,rs1891,boot6
rs1890-sp,d,7,d7,1,1,2,3,0,3,18,rs1891,boot6
rs1891,d,7,d7,1,1,2,3,0,3,19,rs1890,boot6
rs1891-sp,d,7,d7,1,1,2,3,0,3,19,rs1890,boot6
rs1892,d,7,d7,1,2,2,3,0,3,20,rs1893,boot6
rs1892-sp,d,7,d7,1,2,2,3,0,3,20,rs1893,boot6
rs1893,d,7,d7,1,2,2,3,0,3,21,rs1892,boot6
rs1893-sp,d,7,d7,1,2,2,3,0,3,21,rs1892,boot6
rs1894,d,7,d7,1,4,2,3,0,3,24,rs1895,boot6
rs1894-sp,d,7,d7,1,4,2,3,0,3,24,rs1895,boot6
rs1895,d,7,d7,1,4,2,3,0,3,25,rs1894,boot6
rs1895-sp,d,7,d7,1,4,2,3,0,3,25,rs1894,boot6
rs1896,d,7,d7,1,6,2,3,1,3,16,rs1897,boot1
rs1896-sp,d,7,d7,1,6,2,3,1,3,16,rs1897,boot1
rs1897,d,7,d7,1,6,2,3,1,3,17,rs1896,boot1
rs1897-sp,d,7,d7,1,6,2,3,1,3,17,rs1896,boot1
rs1898,d,7,d7,1,7,2,3,1,3,18,rs1899,boot1
rs1898-sp,d,7,d7,1,7,2,3,1,3,18,rs1899,boot1
rs1899,d,7,d7,1,7,2,3,1,3,19,rs1898,boot1
rs1899-sp,d,7,d7,1,7,2,3,1,3,19,rs1898,boot1
rs19,a,1,a1,2,1,0,0,2,1,19,rs18,boot7
rs19-sp,a,1,a1,2,1,0,0,2,1,19,rs18,boot7
rs190,d,1,d1,1,1,0,3,0,1,18,rs191,boot6
rs190-sp,d,1,d1,1,1,0,3,0,1,18,rs191,boot6
rs1900,d,7,d7,1,8,2,3,1,3,20,rs1901,boot1
rs1900-sp,d,7,d7,1,8,2,3,1,3,20,rs1901,boot1
rs1901,d,7,d7,1,8,2,3,1,3,21,rs1900,boot1
rs1901-sp,d,7,d7,1,8,2,3,1,3,21,rs1900,boot1
rs1902,d,7,d7,1,10,2,3,1,3,24,rs1903,boot1
rs1902-sp,d,7,d7,1,10,2,3,1,3,24,rs1903,boot1
rs1903,d,7,d7,1,10,2,3,1,3,25,rs1902,boot1
rs1903-sp,d,7,d7,1,10,2,3,1,3,25,rs1902,boot1
rs1904,d,7,d7,1,11,2,3,1,3,26,rs1905,boot1
rs1904-sp,d,7,d7,1,11,2,3,1,3,26,rs1905,boot1
rs1905,d,7,d7,1,11,2,3,1,3,27,rs1904,boot1
rs1905-sp,d,7,d7,1,11,2,3,1,3,27,rs1904,boot1
rs1906,d,7,d7,2,0,2,3,2,3,16,rs1907,boot7
rs1906-sp,d,7,d7,2,0,2,3,2,3,16,rs1907,boot7
rs1907,d,7,d7,2,0,2,3,2,3,17,rs1906,boot7
rs1907-sp,d,7,d7,2,0,2,3,2,3,17,rs1906,boot7
rs1908,d,7,d7,2,1,2,3,2,3,18,rs1909,boot7
rs1908-sp,d,7,d7,2,1,2,3,2,3,18,rs1909,boot7
rs1909,d,7,d7,2,1,2,3,2,3,19,rs1908,boot7
rs1909-sp,d,7,d7,2,1,2,3,2,3,19,rs1908,boot7
rs191,d,1,d1,1,1,0,3,0,1,19,rs190,boot6
rs191-sp,d,1,d1,1,1,0,3,0,1,19,rs190,boot6
rs1910,d,7,d7,2,2,2,3,2,3,20,rs1911,boot7
rs1910-sp,d,7,d7,2,2,2,3,2,3,20,rs1911,boot7
rs1911,d,7,d7,2,2,2,3,2,3,21,rs1910,boot7
rs1911-sp,d,7,d7,2,2,2,3,2,3,21,rs1910,boot7
rs1912,d,7,d7,2,4,2,3,2,3,24,rs1913,boot7
rs1912-sp,d,7,d7,2,4,2,3,2,3,24,rs1913,boot7
rs1913,d,7,d7,2,4,2,3,2,3,25,rs1912,boot7
rs1913-sp,d,7,d7,2,4,2,3,2,3,25,rs1912,boot7
rs1914,d,7,d7,2,6,2,3,3,3,16,rs1915,boot5
rs1914-sp,d,7,d7,2,6,2,3,3,3,16,rs1915,boot5
rs1915,d,7,d7,2,6,2,3,3,3,17,rs1914,boot5
rs1915-sp,d,7,d7,2,6,2,3,3,3,17,rs1914,boot5
rs1916,d,7,d7,2,7,2,3,3,3,18,rs1917,boot5
rs1916-sp,d,7,d7,2,7,2,3,3,3,18,rs1917,boot5
rs1917,d,7,d7,2,7,2,3,3,3,19,rs1916,boot5
rs1917-sp,d,7,d7,2,7,2,3,3,3,19,rs1916,boot5
rs1918,d,7,d7,2,8,2,3,3,3,20,rs1919,boot5
rs1918-sp,d,7,d7,2,8,2,3,3,3,20,rs1919,boot5
rs1919,d,7,d7,2,8,2,3,3,3,21,rs1918,boot5
rs1919-sp,d,7,d7,2,8,2,3,3,3,21,rs1918,boot5
rs192,d,1,d1,1,2,0,3,0,1,20,rs193,boot6
rs192-sp,d,1,d1,1,2,0,3,0,1,20,rs193,boot6
rs1920,d,7,d7,2,10,2,3,3,3,24,rs1921,boot5
rs1920-sp,d,7,d7,2,10,2,3,3,3,24,rs1921,boot5
rs1921,d,7,d7,2,10,2,3,3,3,25,rs1920,boot5
rs1921-sp,d,7,d7,2,10,2,3,3,3,25,rs1920,boot5
rs1922,d,7,d7,2,11,2,3,3,3,26,rs1923,boot5
rs1922-sp,d,7,d7,2,11,2,3,3,3,26,rs1923,boot5
rs1923,d,7,d7,2,11,2,3,3,3,27,rs1922,boot5
rs1923-sp,d,7,d7,2,11,2,3,3,3,27,rs1922,boot5
rs1924,d,7,d7,3,0,2,3,4,3,16,rs1925,boot2
rs1924-sp,d,7,d7,3,0,2,3,4,3,16,rs1925,boot2
rs1925,d,7,d7,3,0,2,3,4,3,17,rs1924,boot2
rs1925-sp,d,7,d7,3,0,2,3,4,3,17,rs1924,boot2
rs1926,d,7,d7,3,1,2,3,4,3,18,rs1927,boot2
rs1926-sp,d,7,d7,3,1,2,3,4,3,18,rs1927,boot2
rs1927,d,7,d7,3,1,2,3,4,3,19,rs1926,boot2
rs1927-sp,d,7,d7,3,1,2,3,4,3,19,rs1926,boot2
rs1928,d,7,d7,3,2,2,3,4,3,20,rs1929,boot2
rs1928-sp,d,7,d7,3,2,2,3,4,3,20,rs1929,boot2
rs1929,d,7,d7,3,2,2,3,4,3,21,rs1928,boot2
rs1929-sp,d,7,d7,3,2,2,3,4,3,21,rs1928,boot2
rs193,d,1,d1,1,2,0,3,0,1,21,rs192,boot6
rs193-sp,d,1,d1,1,2,0,3,0,1,21,rs192,boot6
rs1930,d,7,d7,3,4,2,3,4,3,24,rs1931,boot2
rs1930-sp,d,7,d7,3,4,2,3,4,3,24,rs1931,boot2
rs1931,d,7,d7,3,4,2,3,4,3,25,rs1930,boot2
rs1931-sp,d,7,d7,3,4,2,3,4,3,25,rs1930,boot2
rs1932,d,7,d7,3,6,2,3,5,3,16,rs1933,boot4
rs1932-sp,d,7,d7,3,6,2,3,5,3,16,rs1933,boot4
rs1933,d,7,d7,3,6,2,3,5,3,17,rs1932,boot4
rs1933-sp,d,7,d7,3,6,2,3,5,3,17,rs1932,boot4
rs1934,d,7,d7,3,7,2,3,5,3,18,rs1935,boot4
rs1934-sp,d,7,d7,3,7,2,3,5,3,18,rs1935,boot4
rs1935,d,7,d7,3,7,2,3,5,3,19,rs1934,boot4
rs1935-sp,d,7,d7,3,7,2,3,5,3,19,rs1934,boot4
rs1936,d,7,d7,3,8,2,3,5,3,20,rs1937,boot4
rs1936-sp,d,7,d7,3,8,2,3,5,3,20,rs1937,boot4
rs1937,d,7,d7,3,8,2,3,5,3,21,rs1936,boot4
rs1937-sp,d,7,d7,3,8,2,3,5,3,21,rs1936,boot4
rs1938,d,7,d7,3,10,2,3,5,3,24,rs1939,boot4
rs1938-sp,d,7,d7,3,10,2,3,5,3,24,rs1939,boot4
rs1939,d,7,d7,3,10,2,3,5,3,25,rs1938,boot4
rs1939-sp,d,7,d7,3,10,2,3,5,3,25,rs1938,boot4
rs194,d,1,d1,1,4,0,3,0,1,24,rs195,boot6
rs194-sp,d,1,d1,1,4,0,3,0,1,24,rs195,boot6
rs1940,d,7,d7,3,11,2,3,5,3,26,rs1941,boot4
rs1940-sp,d,7,d7,3,11,2,3,5,3,26,rs1941,boot4
rs1941,d,7,d7,3,11,2,3,5,3,27,rs1940,boot4
rs1941-sp,d,7,d7,3,11,2,3,5,3,27,rs1940,boot4
rs1942,d,7,d7,4,0,2,3,6,3,16,rs1943,boot3
rs1942-sp,d,7,d7,4,0,2,3,6,3,16,rs1943,boot3
rs1943,d,7,d7,4,0,2,3,6,3,17,rs1942,boot3
rs1943-sp,d,7,d7,4,0,2,3,6,3,17,rs1942,boot3
rs1944,d,7,d7,4,1,2,3,6,3,18,rs1945,boot3
rs1944-sp,d,7,d7,4,1,2,3,6,3,18,rs1945,boot3
rs1945,d,7,d7,4,1,2,3,6,3,19,rs1944,boot3
rs1945-sp,d,7,d7,4,1,2,3,6,3,19,rs1944,boot3
rs1946,d,7,d7,4,2,2,3,6,3,20,rs1947,boot3
rs1946-sp,d,7,d7,4,2,2,3,6,3,20,rs1947,boot3
rs1947,d,7,d7,4,2,2,3,6,3,21,rs1946,boot3
rs1947-sp,d,7,d7,4,2,2,3,6,3,21,rs1946,boot3
rs1948,d,7,d7,4,4,2,3,6,3,24,rs1949,boot3
rs1948-sp,d,7,d7,4,4,2,3,6,3,24,rs1949,boot3
rs1949,d,7,d7,4,4,2,3,6,3,25,rs1948,boot3
rs1949-sp,d,7,d7,4,4,2,3,6,3,25,rs1948,boot3
rs195,d,1,d1,1,4,0,3,0,1,25,rs194,boot6
rs195-sp,d,1,d1,1,4,0,3,0,1,25,rs194,boot6
